day,month,year,class_name,location,time_of_day,duration
25,March,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
24,March,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
22,March,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
13,March,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
12,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
11,March,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
10,March,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
6,March,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
5,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
4,March,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
3,March,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,March,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
1,March,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,February,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
26,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
25,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
25,February,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
24,February,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
20,February,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,February,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
12,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
10,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
10,February,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
6,February,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
5,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
4,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
4,February,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
3,February,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,February,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
30,January,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
30,January,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
29,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
28,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
28,January,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
27,January,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
25,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
23,January,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
22,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
21,January,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
20,January,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,January,2021,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
18,January,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
18,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
16,January,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
14,January,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
11,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
9,January,2021,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
7,January,2021,Striking and Clinching,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
6,January,2021,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",8:00pm,30
6,January,2021,Adults Online Class,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
6,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
6,January,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,January,2021,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
4,January,2021,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,December,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
23,December,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
21,December,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
18,December,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
16,December,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
16,December,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,December,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,December,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
9,December,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
9,December,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,December,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,December,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
4,December,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
2,December,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
2,December,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,November,2020,,Cypress Pro Medical Group w/ Minh Luu,3:00pm,60
30,November,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
30,November,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,November,2020,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
23,November,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
21,November,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,November,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
19,November,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,November,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,November,2020,,Cypress Pro Medical Group w/ Minh Luu,2:00pm,60
16,November,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
16,November,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,November,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
12,November,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,November,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
11,November,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,November,2020,,Cypress Pro Medical Group w/ Minh Luu,3:15pm,60
9,November,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
9,November,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,November,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,November,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
5,November,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,November,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
4,November,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,November,2020,,Cypress Pro Medical Group w/ Minh Luu,8:00am,60
2,November,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,120
31,October,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
28,October,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,October,2020,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
26,October,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,October,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
10,October,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
30,September,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,September,2020,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
28,September,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,September,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
24,September,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,September,2020,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
23,September,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
21,September,2020,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
21,September,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,September,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,September,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,September,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,September,2020,,Cypress Pro Medical Group w/ Minh Luu,2:30pm,60
14,September,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,September,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
10,September,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,September,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,September,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
31,August,2020,,Cypress Pro Medical Group w/ Minh Luu,8:00am,60
31,August,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,August,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
27,August,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,August,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,August,2020,,Cypress Pro Medical Group w/ Minh Luu,8:00am,60
24,August,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,August,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,August,2020,,Cypress Pro Medical Group w/ Minh Luu,8:00am,60
20,August,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,August,2020,,Cypress Pro Medical Group w/ Minh Luu,1:30pm,60
19,August,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,August,2020,,Cypress Pro Medical Group w/ Minh Luu,8:00am,60
7,August,2020,,Cypress Pro Medical Group w/ Minh Luu,9:30am,60
5,August,2020,,Cypress Pro Medical Group w/ Minh Luu,9:00am,60
2,July,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,July,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,June,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,June,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
26,June,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,45
25,June,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,June,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,June,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
22,June,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,June,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
18,June,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
18,June,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,June,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,June,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
15,June,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
13,June,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,June,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,June,2020,Online Advanced,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,7:00pm EDT,45
8,June,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,June,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,June,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
3,June,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,June,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
1,June,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
1,June,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,May,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
29,May,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
28,May,2020,Striking and Clinching,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
28,May,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
28,May,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
27,May,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,May,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
25,May,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
21,May,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
21,May,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
20,May,2020,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",8:00pm,30
20,May,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
20,May,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
19,May,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
19,May,2020,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,60
18,May,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
14,May,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
13,May,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
13,May,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
12,May,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
11,May,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
11,May,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
7,May,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
6,May,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
5,May,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
4,May,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
1,May,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
29,April,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
27,April,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
22,April,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
20,April,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
13,April,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
8,April,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
8,April,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
7,April,2020,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
6,April,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
1,April,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
30,March,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
30,March,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,60
25,March,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
23,March,2020,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,10:45pm EDT,60
23,March,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
18,March,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,60
16,March,2020,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
16,March,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,March,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,March,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,February,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
27,February,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,February,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,February,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,February,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,February,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,February,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,February,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,February,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,February,2020,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
10,February,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,February,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,February,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,February,2020,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
3,February,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
1,February,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
29,January,2020,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
29,January,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,January,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,January,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
22,January,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,January,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,January,2020,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,January,2020,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,December,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
16,December,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,December,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,December,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
11,December,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,December,2019,Fighting Foundations™,Valente Brothers Jujutsu North Miami Beach,10:00am EST,60
4,December,2019,,Cypress Pro Medical Group w/ Minh Luu,4:00pm,60
4,December,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
4,December,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,November,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
25,November,2019,,Cypress Pro Medical Group w/ Minh Luu,4:00pm,60
25,November,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,November,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
20,November,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,November,2019,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
18,November,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
18,November,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,November,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
15,November,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
13,November,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,November,2019,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
9,November,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
30,October,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,October,2019,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
28,October,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,October,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
16,October,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,October,2019,,Cypress Pro Medical Group w/ Minh Luu,3:00pm,60
14,October,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,October,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,October,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
9,October,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,October,2019,,Cypress Pro Medical Group w/ Minh Luu,3:00pm,60
7,October,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
2,October,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,September,2019,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,60
11,September,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,September,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,September,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
4,September,2019,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,60
4,September,2019,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,August,2019,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
