day,month,year,class_name,location,time_of_day,duration
29,November,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
27,November,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
15,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
15,November,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
13,November,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,November,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
10,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,11:00am,60
8,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
8,November,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
3,November,2017,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,60
1,November,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,October,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,October,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
25,October,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,October,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
21,October,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
16,October,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,October,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
9,October,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,October,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,September,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
25,September,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,September,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
18,September,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,September,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
13,September,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,September,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,September,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,September,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,August,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
21,August,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
14,August,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
12,August,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
9,August,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,August,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,August,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
10,July,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
8,July,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
5,July,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,June,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
26,June,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,June,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
21,June,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
19,June,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,June,2017,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
12,June,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
10,June,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
7,June,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
5,June,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
3,June,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
31,May,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,May,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,May,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
20,May,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
17,May,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,May,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,May,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
10,May,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
8,May,2017,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
8,May,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
1,May,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,April,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
26,April,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
24,April,2017,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
24,April,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
24,April,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
22,April,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
19,April,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,April,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
15,April,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
12,April,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
29,March,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,March,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,March,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
20,March,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,March,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,March,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,March,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
6,March,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,March,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,March,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
1,March,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
27,February,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
25,February,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
20,February,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
18,February,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
15,February,2017,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
15,February,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
15,February,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
13,February,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
11,February,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
8,February,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
8,February,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
6,February,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
4,February,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
1,February,2017,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
1,February,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
1,February,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
30,January,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
28,January,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
25,January,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
23,January,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
16,January,2017,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,30
16,January,2017,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,60
14,January,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
11,January,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
9,January,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
7,January,2017,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
4,January,2017,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,60
17,December,2016,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,60
